TransactionID,day,TransactionDT,has_identity,TransactionAmt,ProductCD,card1,card4,card6,addr1,P_emaildomain,R_emaildomain,DeviceType,C1,C13,D1,D15,M4,id_31,is_fraud,probability,action,decision_at_threshold,category
3499900,155,13436101,False,87.0,W,6550,visa,debit,184.0,hotmail.com,,,1.0,1.0,0.0,204.0,M0,,1,0.028299495548308566,approve,approve,high_confidence_false_negative
3535194,167,14483917,False,209.95,W,9500,visa,debit,272.0,yahoo.com,,,1.0,4.0,16.0,16.0,,,0,0.028298120528019235,approve,approve,confident_true_legit
3525194,164,14176251,False,59.0,W,11925,visa,debit,512.0,aol.com,,,1.0,1.0,0.0,0.0,M0,,0,0.02829574413121361,approve,approve,confident_true_legit
3533228,166,14416933,False,486.74,W,2616,discover,credit,123.0,yahoo.com,,,1.0,1.0,0.0,0.0,,,0,0.0282955409070877,approve,approve,confident_true_legit
3555226,174,15081873,False,77.0,W,13780,visa,debit,441.0,gmail.com,,,1.0,4.0,23.0,23.0,M0,,0,0.028294888621894002,approve,approve,confident_true_legit
3510832,159,13750932,False,185.95,W,3343,mastercard,debit,315.0,gmail.com,,,3.0,6.0,0.0,155.0,,,0,0.028294603451359642,approve,approve,confident_true_legit
3524708,163,14165170,False,49.0,W,12932,visa,debit,325.0,gmail.com,,,1.0,1.0,0.0,0.0,M0,,0,0.028293721714771077,approve,approve,confident_true_legit
3535437,167,14488458,True,100.0,S,2254,american express,credit,418.0,,yahoo.com,desktop,1.0,0.0,0.0,,,chrome 65.0,0,0.02829120595933593,approve,approve,confident_true_legit
3494209,153,13287857,False,49.0,W,1678,visa,debit,384.0,yahoo.com,,,1.0,1.0,0.0,0.0,M0,,0,0.02828905566150341,approve,approve,confident_true_legit
3502881,156,13493883,False,57.95,W,1444,visa,debit,264.0,,,,1.0,2.0,5.0,5.0,,,0,0.02828859347575933,approve,approve,confident_true_legit
3572713,181,15675773,False,72.0,W,14727,visa,credit,264.0,gmail.com,,,2.0,3.0,3.0,68.0,M0,,0,0.02828789200045011,approve,approve,confident_true_legit
3501548,155,13465809,False,226.0,W,17746,discover,debit,433.0,me.com,,,2.0,3.0,106.0,106.0,M1,,0,0.0282868823964292,approve,approve,confident_true_legit
3572277,181,15642773,False,117.0,W,16132,visa,debit,231.0,gmail.com,,,1.0,5.0,593.0,25.0,M0,,0,0.028285053296472507,approve,approve,confident_true_legit
3573176,181,15693341,False,92.0,W,10023,visa,debit,325.0,aol.com,,,2.0,4.0,1.0,87.0,M0,,0,0.028284317390727714,approve,approve,confident_true_legit
3517433,161,13970343,False,117.0,W,7870,mastercard,debit,264.0,gmail.com,,,1.0,2.0,8.0,8.0,M1,,0,0.028283343827784548,approve,approve,confident_true_legit
3525545,164,14196995,True,150.0,R,1661,visa,debit,343.0,gmail.com,gmail.com,mobile,1.0,1.0,0.0,,,mobile safari 11.0,0,0.02827610260927476,approve,approve,confident_true_legit
3527842,164,14254764,False,171.0,W,11207,visa,debit,126.0,anonymous.com,,,1.0,6.0,15.0,15.0,M0,,0,0.028275378146108626,approve,approve,confident_true_legit
3542228,169,14674543,False,92.0,W,12932,visa,debit,325.0,gmail.com,,,1.0,2.0,54.0,55.0,M0,,0,0.028270585481715682,approve,approve,confident_true_legit
3545197,170,14769102,False,549.0,W,7322,visa,debit,122.0,gmail.com,,,1.0,1.0,526.0,527.0,M0,,0,0.02826736791103667,approve,approve,confident_true_legit
3538461,168,14576965,False,164.0,W,7207,visa,debit,204.0,anonymous.com,,,1.0,1.0,0.0,0.0,M0,,0,0.02826723842042232,approve,approve,confident_true_legit
3492621,153,13229601,False,134.0,W,6019,visa,credit,299.0,sbcglobal.net,,,2.0,2.0,10.0,9.0,M0,,0,0.028265386204304795,approve,approve,confident_true_legit
3520076,162,14052504,True,200.0,R,5051,visa,credit,184.0,anonymous.com,anonymous.com,desktop,1.0,1.0,0.0,,,firefox 59.0,0,0.02826376181393528,approve,approve,confident_true_legit
3497368,154,13368207,False,49.0,W,8320,visa,debit,123.0,,,,4.0,7.0,33.0,33.0,M0,,0,0.02826285864098685,approve,approve,confident_true_legit
3523796,163,14149099,False,335.0,W,2559,visa,debit,327.0,yahoo.com,,,1.0,1.0,0.0,0.0,M0,,0,0.028262232482543864,approve,approve,confident_true_legit
3558920,175,15190367,False,226.0,W,14065,visa,debit,494.0,hotmail.com,,,1.0,2.0,14.0,14.0,M0,,0,0.028261875145227093,approve,approve,confident_true_legit
3565058,177,15375891,False,107.95,W,14290,visa,debit,177.0,yahoo.com,,,2.0,6.0,1.0,1.0,,,0,0.028261530920640734,approve,approve,confident_true_legit
3573364,181,15697191,False,303.95,W,10616,visa,credit,325.0,gmail.com,,,6.0,26.0,0.0,660.0,,,0,0.028259395076633734,approve,approve,confident_true_legit
3545534,171,14776539,False,309.95,W,5629,visa,debit,325.0,gmail.com,,,1.0,1.0,0.0,0.0,,,0,0.02825814929435986,approve,approve,confident_true_legit
3516444,161,13924446,False,117.0,W,3821,mastercard,credit,299.0,hotmail.com,,,1.0,1.0,0.0,0.0,M0,,0,0.028257213313683867,approve,approve,confident_true_legit
3536298,167,14503531,False,49.0,W,9500,visa,debit,204.0,gmail.com,,,2.0,8.0,12.0,556.0,M0,,0,0.02825561181008311,approve,approve,confident_true_legit
3517840,161,13978465,False,445.0,W,1393,mastercard,debit,308.0,gmail.com,,,17.0,142.0,14.0,121.0,M1,,0,0.02825350049526341,approve,approve,confident_true_legit
3531695,166,14379993,False,102.99,W,2803,visa,debit,337.0,yahoo.com,,,5.0,10.0,606.0,606.0,M0,,0,0.028249871214302755,approve,approve,confident_true_legit
3528470,165,14269440,False,37.0,W,11925,visa,debit,512.0,gmail.com,,,1.0,2.0,0.0,0.0,M0,,0,0.02824958762290159,approve,approve,confident_true_legit
3508031,158,13695564,False,97.95,W,10616,visa,credit,204.0,,,,3.0,11.0,20.0,585.0,,,0,0.02824856636288381,approve,approve,confident_true_legit
3538809,168,14582661,False,117.0,W,12321,visa,debit,310.0,,,,1.0,1.0,20.0,20.0,M0,,0,0.02824693036955545,approve,approve,confident_true_legit
3496035,154,13332009,False,29.0,W,7826,mastercard,debit,325.0,aol.com,,,1.0,1.0,0.0,,M0,,0,0.028245779593186852,approve,approve,confident_true_legit
3497981,154,13376696,False,117.0,W,10616,visa,credit,325.0,verizon.net,,,2.0,7.0,36.0,36.0,M0,,0,0.02824331245199363,approve,approve,confident_true_legit
3571064,180,15618375,False,1675.76,W,7585,visa,credit,272.0,live.com,,,1.0,1.0,0.0,0.0,,,0,0.028241356751030483,approve,approve,confident_true_legit
3527306,164,14243958,True,52.258,C,9300,visa,debit,,gmail.com,gmail.com,desktop,1.0,1.0,364.0,0.0,M2,chrome 66.0,0,0.02824108462357463,approve,approve,confident_true_legit
3522089,163,14083907,False,335.0,W,12577,visa,debit,204.0,anonymous.com,,,1.0,3.0,134.0,100.0,M0,,0,0.028240063322858295,approve,approve,confident_true_legit
3503534,156,13537091,False,335.0,W,1342,mastercard,debit,325.0,yahoo.com,,,1.0,1.0,0.0,0.0,M1,,0,0.02823912890218968,approve,approve,confident_true_legit
3523094,163,14134710,True,100.0,R,8256,visa,credit,181.0,comcast.net,comcast.net,desktop,1.0,0.0,0.0,,,edge 16.0,0,0.028238428903674076,approve,approve,confident_true_legit
3523453,163,14142496,False,226.0,W,17400,visa,debit,123.0,gmail.com,,,1.0,1.0,0.0,0.0,M0,,0,0.02823735021294008,approve,approve,confident_true_legit
3527042,164,14239532,False,29.0,W,9500,visa,debit,330.0,yahoo.com,,,1.0,1.0,0.0,0.0,M0,,0,0.028235630526007385,approve,approve,confident_true_legit
3566551,178,15448309,False,59.0,W,1546,visa,debit,299.0,gmail.com,,,2.0,42.0,327.0,36.0,M0,,0,0.028227359769333587,approve,approve,confident_true_legit
3568002,179,15516960,False,107.95,W,13780,visa,debit,441.0,gmail.com,,,133.0,457.0,0.0,6.0,,,0,0.028226423653576565,approve,approve,confident_true_legit
3536532,167,14508358,False,126.0,W,10075,mastercard,debit,315.0,comcast.net,,,1.0,0.0,0.0,329.0,M1,,0,0.028225889196853322,approve,approve,confident_true_legit
3527713,164,14251917,False,107.95,W,12037,mastercard,debit,231.0,anonymous.com,,,8.0,17.0,86.0,172.0,,,0,0.028225358017678538,approve,approve,confident_true_legit
3512508,159,13813092,True,20.0,H,15063,visa,credit,269.0,twc.com,gmail.com,desktop,1.0,1.0,0.0,,,chrome 66.0,0,0.028224325165495605,approve,approve,confident_true_legit
3544314,170,14749937,False,59.0,W,9521,visa,debit,299.0,gmail.com,,,1.0,3.0,14.0,15.0,M0,,0,0.028222074186184297,approve,approve,confident_true_legit
3500145,155,13442735,True,75.0,H,7826,mastercard,debit,325.0,gmail.com,gmail.com,desktop,1.0,0.0,0.0,,,chrome 65.0,1,0.02822132822639992,approve,approve,high_confidence_false_negative
3550661,172,14934678,False,249.95,W,2772,visa,debit,143.0,aol.com,,,1.0,1.0,0.0,0.0,,,0,0.028220452744994646,approve,approve,confident_true_legit
3528500,165,14270065,False,58.95,W,12581,visa,debit,264.0,aol.com,,,2.0,7.0,0.0,0.0,,,0,0.02822041667639523,approve,approve,confident_true_legit
3500512,155,13449735,False,280.0,W,10908,visa,debit,476.0,hotmail.com,,,3.0,2.0,0.0,18.0,M0,,0,0.02822036749193166,approve,approve,confident_true_legit
3572193,181,15640886,False,1104.0,W,1893,mastercard,credit,126.0,yahoo.com,,,3.0,5.0,0.0,156.0,M0,,0,0.02821964611849573,approve,approve,confident_true_legit
3574720,181,15723606,False,206.0,W,4272,visa,debit,299.0,yahoo.com,,,1.0,4.0,186.0,186.0,M0,,0,0.028217962357820345,approve,approve,confident_true_legit
3545664,171,14780201,True,17.214,C,11201,visa,debit,,gmail.com,gmail.com,mobile,1.0,1.0,0.0,0.0,M2,mobile safari 11.0,0,0.0282149177830923,approve,approve,confident_true_legit
3513949,160,13869971,False,108.95,W,7826,mastercard,debit,387.0,,,,1.0,1.0,0.0,0.0,,,0,0.028214373460358,approve,approve,confident_true_legit
3569276,179,15548491,False,97.0,W,6550,visa,debit,184.0,,,,2.0,4.0,24.0,229.0,M0,,1,0.02821237322632487,approve,approve,high_confidence_false_negative
3535450,167,14488638,False,59.0,W,2803,visa,debit,272.0,gmail.com,,,1.0,0.0,0.0,0.0,M0,,0,0.028210845166040936,approve,approve,confident_true_legit
3577377,182,15807815,False,280.0,W,18227,visa,credit,143.0,anonymous.com,,,2.0,10.0,0.0,229.0,M0,,0,0.028208795711767102,approve,approve,confident_true_legit
3528567,165,14273120,True,100.0,H,15497,visa,debit,299.0,gmail.com,gmail.com,mobile,1.0,1.0,0.0,,,mobile safari 11.0,0,0.02820633306144653,approve,approve,confident_true_legit
3509551,158,13726246,True,15.985,C,17532,mastercard,credit,,gmail.com,gmail.com,desktop,1.0,1.0,0.0,,M0,ie 11.0 for tablet,0,0.028202862020634406,approve,approve,confident_true_legit
3506008,157,13625568,False,82.0,W,12544,visa,debit,476.0,hotmail.com,,,3.0,5.0,488.0,488.0,M1,,0,0.02820175199707013,approve,approve,confident_true_legit
3523011,163,14131790,False,1052.0,W,7381,mastercard,credit,264.0,sbcglobal.net,,,1.0,1.0,0.0,0.0,M0,,0,0.028201146974406382,approve,approve,confident_true_legit
3527147,164,14241700,False,29.5,W,6170,visa,debit,315.0,gmail.com,,,3.0,7.0,60.0,109.0,M0,,0,0.028198908867508934,approve,approve,confident_true_legit
3568321,179,15525377,False,25.95,W,17188,visa,debit,299.0,gmail.com,,,1.0,5.0,20.0,21.0,,,0,0.028198672758157843,approve,approve,confident_true_legit
3525232,164,14177212,True,71.932,C,9633,visa,debit,,gmail.com,gmail.com,mobile,1.0,1.0,0.0,0.0,M2,chrome 66.0 for android,0,0.028198044771596615,approve,approve,confident_true_legit
3554313,174,15034631,True,69.349,C,16346,visa,credit,,hotmail.com,hotmail.com,desktop,1.0,1.0,0.0,0.0,M2,chrome 66.0,1,0.02819523930511362,approve,approve,high_confidence_false_negative
3549855,172,14919393,False,554.0,W,11415,mastercard,debit,327.0,hotmail.com,,,1.0,1.0,0.0,0.0,M0,,0,0.028194032500454158,approve,approve,confident_true_legit
3561741,176,15275445,False,500.0,W,12092,visa,debit,337.0,gmail.com,,,1.0,4.0,14.0,14.0,M0,,0,0.028192637124045634,approve,approve,confident_true_legit
3535296,167,14486338,False,35.0,W,16255,mastercard,credit,324.0,gmail.com,,,2.0,17.0,0.0,59.0,M0,,0,0.028187370356593692,approve,approve,confident_true_legit
3567509,179,15473119,True,10.39,C,2650,mastercard,debit,,hotmail.com,hotmail.com,mobile,1.0,1.0,0.0,0.0,M2,chrome 66.0 for android,0,0.02818249536519581,approve,approve,confident_true_legit
3517789,161,13977502,True,7.378,C,9633,visa,debit,,live.com.mx,live.com.mx,mobile,2.0,4.0,69.0,69.0,M2,mobile safari 11.0,0,0.028179560150062448,approve,approve,confident_true_legit
3508431,158,13705805,False,22.0,W,12544,visa,debit,441.0,,,,1.0,1.0,0.0,0.0,M0,,1,0.02817861234569771,approve,approve,high_confidence_false_negative
3540680,169,14645550,False,117.0,W,6441,visa,credit,330.0,anonymous.com,,,1.0,1.0,0.0,0.0,M0,,0,0.028176200180959118,approve,approve,confident_true_legit
3541593,169,14664376,False,97.0,W,17923,mastercard,debit,299.0,aol.com,,,2.0,3.0,0.0,206.0,M0,,0,0.02817553605194806,approve,approve,confident_true_legit
3577313,182,15806206,False,97.0,W,2392,mastercard,debit,494.0,hotmail.com,,,1.0,2.0,2.0,215.0,M1,,0,0.028173148450049406,approve,approve,confident_true_legit
3530839,165,14340617,True,25.576,C,3916,visa,credit,,anonymous.com,anonymous.com,mobile,1.0,1.0,0.0,0.0,M2,chrome 66.0 for android,0,0.02817312385236306,approve,approve,confident_true_legit
3538249,168,14573019,True,26.191,C,4504,mastercard,credit,,anonymous.com,anonymous.com,desktop,4.0,5.0,0.0,469.0,M0,chrome 66.0,0,0.028172935270006617,approve,approve,confident_true_legit
3492561,153,13228419,True,25.0,H,18375,visa,credit,123.0,anonymous.com,icloud.com,mobile,1.0,1.0,0.0,,,mobile safari generic,0,0.028170144231603068,approve,approve,confident_true_legit
3577389,182,15808119,False,24.5,W,12932,visa,debit,325.0,yahoo.com,,,1.0,1.0,0.0,0.0,M0,,0,0.028169152108668015,approve,approve,confident_true_legit
3560392,176,15230211,True,13.895,C,15497,visa,debit,,hotmail.com,hotmail.com,mobile,1.0,1.0,0.0,0.0,M2,mobile safari 11.0,0,0.02816821573716136,approve,approve,confident_true_legit
3502984,156,13512047,False,1331.0,W,10616,visa,credit,325.0,aol.com,,,4.0,2.0,0.0,29.0,M0,,0,0.028168002552179737,approve,approve,confident_true_legit
3557140,175,15120856,False,21.0,W,18249,mastercard,debit,184.0,,,,4.0,5.0,2.0,102.0,M0,,0,0.028165744418153234,approve,approve,confident_true_legit
3508403,158,13705258,True,69.104,C,5812,mastercard,debit,,hotmail.com,hotmail.com,mobile,3.0,4.0,109.0,74.0,M2,mobile safari 11.0,0,0.02816451284767167,approve,approve,confident_true_legit
3568670,179,15533505,False,29.0,W,9500,visa,debit,204.0,gmail.com,,,1.0,1.0,0.0,0.0,M0,,0,0.028164302938809692,approve,approve,confident_true_legit
3562385,176,15285625,False,29.5,W,12686,visa,debit,327.0,gmail.com,,,1.0,1.0,0.0,0.0,M0,,0,0.028163970036049483,approve,approve,confident_true_legit
3549002,172,14875441,True,37.626,C,3916,visa,credit,,hotmail.com,hotmail.com,mobile,1.0,1.0,0.0,0.0,M2,mobile safari 11.0,0,0.028163520698493368,approve,approve,confident_true_legit
3514252,160,13876677,False,171.0,W,17188,visa,debit,299.0,aol.com,,,1.0,4.0,552.0,642.0,M0,,0,0.02816206772457536,approve,approve,confident_true_legit
3498481,154,13384054,False,727.85,W,16326,visa,credit,299.0,gmail.com,,,1.0,1.0,0.0,0.0,,,0,0.028161382232308546,approve,approve,confident_true_legit
3494031,153,13284318,False,59.0,W,9479,mastercard,credit,324.0,anonymous.com,,,2.0,1.0,0.0,0.0,M0,,0,0.02816052946372789,approve,approve,confident_true_legit
3528496,165,14269994,False,58.95,W,12581,visa,debit,264.0,aol.com,,,2.0,7.0,0.0,0.0,,,0,0.028158341768706036,approve,approve,confident_true_legit
3498232,154,13380384,False,59.0,W,2803,visa,debit,330.0,,,,1.0,1.0,0.0,0.0,M0,,0,0.028155188102803128,approve,approve,confident_true_legit
3537794,168,14562342,False,73.0,W,4921,visa,debit,184.0,,,,1.0,9.0,248.0,248.0,M0,,0,0.02815384003167029,approve,approve,confident_true_legit
3554588,174,15040634,False,29.0,W,7861,visa,credit,184.0,,,,1.0,1.0,0.0,0.0,M0,,0,0.028153508752542272,approve,approve,confident_true_legit
3533998,167,14431365,False,319.95,W,3821,mastercard,credit,299.0,yahoo.com,,,1.0,2.0,47.0,46.0,,,0,0.02815191466952722,approve,approve,confident_true_legit
3492473,153,13226263,True,15.985,C,4461,mastercard,debit,,hotmail.com,hotmail.com,desktop,1.0,1.0,0.0,0.0,M2,chrome generic,0,0.028148826509712576,approve,approve,confident_true_legit
3548996,172,14875212,False,29.0,W,8528,visa,debit,251.0,,,,1.0,1.0,0.0,0.0,M0,,0,0.02813984877942204,approve,approve,confident_true_legit
3522022,162,14082836,False,49.0,W,7676,visa,debit,512.0,aol.com,,,2.0,4.0,37.0,555.0,M0,,0,0.028138890957551798,approve,approve,confident_true_legit
3503252,156,13530386,False,365.0,W,10960,mastercard,debit,204.0,comcast.net,,,1.0,1.0,0.0,0.0,M0,,0,0.02813793313136887,approve,approve,confident_true_legit
3530625,165,14336191,True,100.0,H,6187,visa,debit,204.0,icloud.com,anonymous.com,desktop,1.0,1.0,0.0,,,safari 11.0,0,0.028137498499914697,approve,approve,confident_true_legit
3552246,173,14990178,False,29.0,W,14777,mastercard,credit,433.0,yahoo.com,,,9.0,101.0,5.0,651.0,M0,,0,0.028137319726719196,approve,approve,confident_true_legit
3516085,161,13913278,False,260.0,W,9112,visa,debit,441.0,gmail.com,,,1.0,1.0,0.0,0.0,M0,,0,0.028136291367896825,approve,approve,confident_true_legit
3539104,168,14587857,True,200.0,R,10233,visa,credit,299.0,gmail.com,gmail.com,desktop,1.0,1.0,0.0,,,safari 11.0,0,0.028135287606165498,approve,approve,confident_true_legit
3571386,180,15624203,False,59.0,W,1546,visa,debit,299.0,gmail.com,,,2.0,43.0,329.0,38.0,M0,,0,0.02813256004015112,approve,approve,confident_true_legit
3572222,181,15641510,False,159.95,W,9397,visa,credit,485.0,,,,2.0,2.0,0.0,371.0,,,0,0.028132299254797564,approve,approve,confident_true_legit
3507115,157,13649809,True,12.665,C,3154,mastercard,debit,,gmail.com,gmail.com,mobile,1.0,1.0,0.0,0.0,M2,mobile safari generic,0,0.028132253330299686,approve,approve,confident_true_legit
3546457,171,14829145,True,70.702,C,3154,mastercard,debit,,yahoo.com,yahoo.com,mobile,1.0,1.0,0.0,0.0,M2,chrome 66.0 for android,0,0.02813031629155515,approve,approve,confident_true_legit
3569740,180,15560724,False,15.0,W,8320,visa,debit,264.0,yahoo.com,,,2.0,1.0,0.0,0.0,M0,,0,0.028129451917176154,approve,approve,confident_true_legit
3506952,157,13646021,False,35.95,W,9500,visa,debit,204.0,gmail.com,,,4.0,36.0,213.0,213.0,,,0,0.028128366113641935,approve,approve,confident_true_legit
3516949,161,13960549,False,117.0,W,9480,visa,debit,315.0,gmail.com,,,2.0,2.0,0.0,188.0,M0,,0,0.02812662914449668,approve,approve,confident_true_legit
3544705,170,14758414,False,171.0,W,12686,visa,debit,264.0,aol.com,,,1.0,2.0,1.0,1.0,M1,,0,0.028125295654307735,approve,approve,confident_true_legit
3540505,169,14623692,False,67.95,W,7676,visa,debit,420.0,,,,1.0,1.0,0.0,0.0,,,0,0.028124209829551418,approve,approve,confident_true_legit
3543396,170,14696081,False,92.0,W,13623,visa,debit,143.0,sbcglobal.net,,,1.0,0.0,0.0,0.0,M0,,0,0.028122392454863844,approve,approve,confident_true_legit
3576411,182,15788197,False,56.5,W,10532,mastercard,debit,441.0,,,,1.0,1.0,85.0,0.0,M0,,0,0.028120571784140676,approve,approve,confident_true_legit
3537755,168,14561224,False,171.0,W,16630,visa,debit,204.0,,,,2.0,2.0,0.0,2.0,M1,,0,0.028120396277220065,approve,approve,confident_true_legit
3513126,160,13824879,False,49.0,W,17188,,,299.0,gmail.com,,,1.0,1.0,0.0,174.0,M0,,0,0.028119912402249363,approve,approve,confident_true_legit
3548236,171,14860753,False,226.0,W,17188,visa,debit,310.0,,,,2.0,24.0,186.0,187.0,M0,,0,0.028116973043170405,approve,approve,confident_true_legit
3524630,163,14163735,False,226.0,W,16255,mastercard,credit,512.0,aol.com,,,5.0,1.0,0.0,473.0,M1,,0,0.02811148459984966,approve,approve,confident_true_legit
3500033,155,13440154,True,75.0,H,7826,mastercard,debit,325.0,gmail.com,gmail.com,desktop,1.0,0.0,0.0,,,chrome 65.0,1,0.028110917048014623,approve,approve,high_confidence_false_negative
3506420,157,13635146,False,317.5,W,10925,mastercard,debit,123.0,anonymous.com,,,1.0,1.0,0.0,0.0,M0,,0,0.028110338012355275,approve,approve,confident_true_legit
3513285,160,13827976,False,59.0,W,7207,,,204.0,gmail.com,,,1.0,1.0,0.0,0.0,M0,,0,0.028109345610460423,approve,approve,confident_true_legit
3574233,181,15714117,False,117.0,W,1804,mastercard,debit,181.0,,,,1.0,3.0,569.0,131.0,M1,,0,0.028108002169769428,approve,approve,confident_true_legit
3574795,182,15724889,False,59.0,W,6021,visa,credit,299.0,yahoo.com,,,1.0,1.0,0.0,0.0,M1,,0,0.02810597140935709,approve,approve,confident_true_legit
3508110,158,13697864,False,35.95,W,10057,mastercard,debit,272.0,gmail.com,,,4.0,8.0,29.0,0.0,,,0,0.02810593532135523,approve,approve,confident_true_legit
3524153,163,14154809,False,59.0,W,10023,visa,debit,325.0,yahoo.com,,,1.0,1.0,0.0,0.0,M1,,0,0.02810495766224562,approve,approve,confident_true_legit
3550250,172,14926870,False,92.0,W,2803,visa,debit,272.0,gmail.com,,,1.0,1.0,28.0,28.0,M0,,0,0.028104627947337094,approve,approve,confident_true_legit
3530036,165,14325634,False,92.0,W,15066,mastercard,credit,299.0,att.net,,,2.0,2.0,0.0,23.0,M0,,0,0.028099541086830455,approve,approve,confident_true_legit
3512433,159,13811535,True,150.0,H,10616,visa,credit,512.0,yahoo.com,gmail.com,mobile,2.0,0.0,0.0,,,mobile safari 11.0,0,0.028099188397695613,approve,approve,confident_true_legit
3558083,175,15172390,False,107.0,W,5033,mastercard,debit,315.0,,,,1.0,1.0,0.0,0.0,M0,,0,0.028099188397695613,approve,approve,confident_true_legit
3524057,163,14153190,False,59.0,W,8528,visa,debit,272.0,yahoo.com,,,1.0,1.0,15.0,15.0,M0,,1,0.028099127702297073,approve,approve,high_confidence_false_negative
3541802,169,14667509,True,39.593,C,15885,visa,debit,,hotmail.com,hotmail.com,desktop,1.0,1.0,0.0,0.0,M2,safari 11.0,0,0.028098893122620858,approve,approve,confident_true_legit
3524917,163,14169476,True,30.0,S,12544,visa,debit,441.0,,gmail.com,desktop,1.0,3.0,22.0,,,edge 15.0,0,0.02809769069266204,approve,approve,confident_true_legit
3565955,178,15432071,False,59.0,W,14727,visa,credit,264.0,gmail.com,,,2.0,2.0,0.0,65.0,M0,,0,0.028096061741905293,approve,approve,confident_true_legit
3547224,171,14843396,False,77.0,W,9680,visa,debit,498.0,gmail.com,,,1.0,1.0,0.0,414.0,M0,,0,0.028093254930385027,approve,approve,confident_true_legit
3538003,168,14567813,False,49.0,W,17223,visa,debit,472.0,yahoo.com,,,1.0,1.0,0.0,0.0,M0,,0,0.028092662722866375,approve,approve,confident_true_legit
3558702,175,15185930,True,50.0,H,2200,mastercard,credit,512.0,anonymous.com,anonymous.com,desktop,1.0,0.0,0.0,,,ie 11.0 for desktop,0,0.02808905530678439,approve,approve,confident_true_legit
3500935,155,13456048,True,161.385,C,15885,visa,debit,,hotmail.com,hotmail.com,mobile,1.0,1.0,0.0,0.0,M2,chrome generic for android,0,0.0280890306993702,approve,approve,confident_true_legit
3503123,156,13526608,False,311.95,W,10881,visa,debit,184.0,gmail.com,,,2.0,2.0,0.0,0.0,,,1,0.028084091113373892,approve,approve,high_confidence_false_negative
3569825,180,15563519,False,34.0,W,4766,visa,debit,428.0,gmail.com,,,1.0,1.0,0.0,0.0,M0,,0,0.028081613894813864,approve,approve,confident_true_legit
3519224,162,14008238,True,42.114,C,7949,visa,credit,,gmail.com,gmail.com,mobile,1.0,1.0,0.0,0.0,M2,chrome 61.0 for android,0,0.028081120088189974,approve,approve,confident_true_legit
3538554,168,14578504,False,226.0,W,9112,visa,debit,441.0,anonymous.com,,,1.0,1.0,0.0,0.0,M0,,0,0.028080102941359722,approve,approve,confident_true_legit
3506727,157,13641298,False,97.0,W,10989,visa,debit,264.0,yahoo.com,,,2.0,2.0,0.0,415.0,M1,,0,0.028079433590465257,approve,approve,confident_true_legit
3562967,177,15295964,False,59.0,W,16485,visa,debit,330.0,gmail.com,,,3.0,4.0,11.0,379.0,M1,,0,0.0280787248636892,approve,approve,confident_true_legit
3523346,163,14140459,False,108.95,W,2455,visa,credit,325.0,,,,1.0,1.0,0.0,0.0,,,0,0.028078395108063516,approve,approve,confident_true_legit
3551636,173,14951761,True,250.0,R,9500,visa,debit,204.0,gmail.com,gmail.com,mobile,2.0,2.0,0.0,,,mobile safari 11.0,0,0.028078111288134845,approve,approve,confident_true_legit
3534431,167,14442650,False,445.0,W,9749,visa,credit,272.0,att.net,,,3.0,8.0,1.0,195.0,M0,,0,0.02807768637782161,approve,approve,confident_true_legit
3515469,160,13900959,False,554.0,W,13136,mastercard,credit,272.0,windstream.net,,,2.0,4.0,2.0,0.0,M0,,0,0.028076556013814126,approve,approve,confident_true_legit
3519108,162,14004383,False,34.0,W,12544,visa,debit,441.0,,,,1.0,5.0,29.0,48.0,M0,,0,0.028073315822391875,approve,approve,confident_true_legit
3574916,182,15727778,False,57.95,W,9803,visa,credit,433.0,gmail.com,,,5.0,7.0,0.0,120.0,,,0,0.028073219026039396,approve,approve,confident_true_legit
3527166,164,14241906,False,54.0,W,9112,visa,debit,441.0,yahoo.com,,,2.0,2.0,5.0,5.0,M0,,0,0.028072490591056057,approve,approve,confident_true_legit
3501290,155,13461902,False,108.95,W,12544,visa,debit,337.0,,,,1.0,2.0,9.0,9.0,,,0,0.028071653872112814,approve,approve,confident_true_legit
3526958,164,14237801,False,445.0,W,2803,visa,debit,251.0,,,,2.0,53.0,484.0,439.0,M1,,0,0.028070779415261995,approve,approve,confident_true_legit
3532184,166,14396057,True,25.0,S,11849,visa,debit,330.0,,gmail.com,desktop,1.0,1.0,0.0,,,chrome 66.0,0,0.028068648219220945,approve,approve,confident_true_legit
3495183,153,13305010,False,159.95,W,16132,visa,debit,299.0,,,,1.0,12.0,607.0,625.0,,,0,0.02806801000469649,approve,approve,confident_true_legit
3497290,154,13367138,False,171.0,W,15497,visa,debit,310.0,yahoo.com,,,1.0,1.0,0.0,0.0,M0,,0,0.028064923906879164,approve,approve,confident_true_legit
3506305,157,13632841,True,20.657,C,4461,mastercard,debit,,hotmail.com,hotmail.com,desktop,1.0,1.0,0.0,0.0,M2,safari generic,0,0.028063993638928097,approve,approve,confident_true_legit
3541466,169,14662520,False,77.0,W,6530,mastercard,debit,325.0,anonymous.com,,,1.0,1.0,20.0,20.0,M1,,0,0.02805982132881536,approve,approve,confident_true_legit
3538989,168,14585738,False,77.0,W,12695,visa,debit,325.0,gmail.com,,,2.0,4.0,0.0,135.0,M0,,0,0.02805945708864874,approve,approve,confident_true_legit
