TransactionID,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,dist2,P_emaildomain,R_emaildomain,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,M1,M2,M3,M4,M5,M6,M7,M8,M9,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V251,V252,V253,V254,V255,V256,V257,V258,V259,V260,V261,V262,V263,V264,V265,V266,V267,V268,V269,V270,V271,V272,V273,V274,V275,V276,V277,V278,V279,V280,V281,V282,V283,V284,V285,V286,V287,V288,V289,V290,V291,V292,V293,V294,V295,V296,V297,V298,V299,V300,V301,V302,V303,V304,V305,V306,V307,V308,V309,V310,V311,V312,V313,V314,V315,V316,V317,V318,V319,V320,V321,V322,V323,V324,V325,V326,V327,V328,V329,V330,V331,V332,V333,V334,V335,V336,V337,V338,V339,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo
2987101,4047180,12.84,S,9049,257.5,112.6,mastercard,228.4,credit,115.0,43.8,,,hotmail.com,,13.0,7.0,17.0,0.0,19.0,17.0,0.0,1.0,5.0,4.0,9.0,14.0,18.0,14.0,,,,174.4,79.5,546.8,592.5,,60.9,32.0,,,445.3,,,F,,,,,,,,F,,,,,,,,,,,,0.3,,,,,,1.5,,,,2.7,3.4,4.6,,,0.5,,,,0.4,,,0.9,,,2.9,,,,,,,,,,,2.8,,3.8,3.4,,4.3,2.0,,,0.9,,,4.6,,,,,3.2,,0.4,,,1.9,,,,0.5,,,,0.0,,,,,,,,,,,0.4,2.3,,,0.0,,,2.4,,,,,4.1,,,,,,,,3.6,,4.2,4.8,0.0,,,1.0,,,,1.7,,4.5,,,,1.6,2.2,,0.1,0.2,,,4.5,2.2,,,,3.7,4.0,,4.1,,,2.1,1.4,,,,2.9,,,,1.3,0.9,4.5,,,,,4.0,,,,1.9,,,,3.4,3.1,2.4,3.0,2.8,,1.8,2.4,1.7,,4.9,0.4,2.2,4.9,0.1,,,,2.5,,0.5,,,,,,,,,4.5,,,,,3.1,,,,,,,,,,,,2.0,,,3.8,,,,,1.0,,,2.2,0.9,2.5,,,,,2.7,,,,,3.6,,,3.2,,,2.0,,,4.5,2.6,,,,,,,,,,4.3,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,1.9,,,2.4,0.7,,0.6,3.6,,,2.2,,,,,,,,1.6,,3.6,,0.2,4.4,2.8,,4.8,,,,,,,,,,,2.9,3.4,0.9,,0.1,2.2,,,1.9,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987102,4087942,185.71,H,15557,,377.4,visa,111.8,debit,368.6,,,,gmail.com,anonymous.com,19.0,3.0,19.0,14.0,15.0,10.0,17.0,2.0,4.0,4.0,15.0,6.0,7.0,19.0,452.7,,431.8,,,,503.3,,293.6,304.8,251.7,,,,,T,F,,,,F,T,,F,,,,,,,,,,3.0,,4.0,,,,3.9,3.0,2.9,,4.5,,,0.2,2.1,,3.3,,,,,,,,,,0.8,2.8,1.7,,1.2,,1.6,3.2,,,,,,2.0,,,,,,1.4,,2.9,0.2,,,4.0,2.1,,,1.2,1.3,,0.6,,4.1,3.6,,1.0,,1.7,,,,3.8,,,,,,,,,,,,,,3.0,,,3.3,,1.6,,,4.0,0.4,,,0.9,,,,,0.1,,,,,,,1.3,,,,,,,,,,0.2,,,,,1.2,,,,,,4.7,,,3.3,,,,,,,,0.9,1.2,,,,,,4.5,,,2.3,,,0.3,,,,,0.3,,1.4,,,2.5,,,,,,,,2.5,,,,,,,,,,3.3,,,0.9,0.7,3.8,0.3,1.9,3.7,5.0,,,,,4.1,,,,5.0,,,0.8,,3.6,2.8,,,0.5,2.2,,3.6,1.5,,,,,,4.2,1.5,2.3,,,,4.8,,2.6,2.4,,,,,,,2.5,,0.4,,,,2.8,,,,,,,,,,,,,,,2.7,3.5,,,0.3,,0.6,,,,,,,,,3.5,,,,,,3.3,,,,,,,,3.9,,,4.3,2.9,,,,,,,,,4.9,,0.7,,,,,,3.1,,1.4,,3.8,2.7,2.8,,,3.9,,,2.0,,,,,,3.2,,2.9,0.4,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987103,4119770,3416.9,C,2984,125.9,368.5,mastercard,328.3,credit,446.3,78.5,,,,,1.0,15.0,12.0,5.0,7.0,12.0,2.0,0.0,11.0,11.0,3.0,18.0,2.0,6.0,109.4,,,516.1,,,89.6,68.3,,189.4,,376.5,,,,,,T,M0,T,T,T,,F,,,3.5,,,2.3,,,,4.7,0.9,,,2.3,,,0.3,,,,,,,,,,,2.9,,,0.2,2.0,,,,0.8,,0.6,,,3.1,,,,,,2.0,,,,,,,4.1,,,,0.8,,1.1,,,,,,,,3.3,,4.3,,,,,2.3,3.8,,4.8,0.0,,,3.4,4.4,4.5,,,,0.7,,,,3.2,0.7,,,3.7,,1.5,,,,,,1.1,,2.4,3.6,1.3,,,,,,,,,,,2.5,,,1.5,0.9,,,,4.1,,,,,,,1.3,4.5,,,,,0.6,2.6,1.5,,,,,,,,,3.7,,,,,3.4,0.2,,4.2,,,,3.0,0.6,,,3.8,4.3,,,,1.3,,,,,,3.6,,,,,,4.0,4.2,1.2,3.4,,,,1.5,5.0,3.0,1.1,1.4,,,1.1,,,,1.3,1.7,,,,,,,2.7,,,,,0.6,,4.2,,,1.4,,2.8,,,0.3,,4.9,,,3.8,,,,,,,3.7,,,,,,,1.7,1.5,,2.5,1.4,0.8,,4.4,4.7,,,,,4.0,,,,,,,,0.9,,,,,,,0.5,,,,,,,,3.3,,,,,2.9,,3.3,,,1.1,2.1,,,0.6,0.5,,,,,,0.1,,0.6,1.8,2.1,4.4,2.8,1.8,0.2,,,,0.1,,,4.2,,,,,,,0.2,,,,,2.2,,,,,,,,,,4.1,,,20.1,34.1,,-44.7,40.3,39.4,-25.8,-15.9,,,New,47.5,47.5,,NotFound,-25.2,16.4,,49.8,30.3,-39.9,New,-25.7,,-33.3,,NotFound,NotFound,,NotFound,24.3,,,Found,Found,NotFound,,mobile,New
2987104,4143547,54.58,R,13617,124.2,,discover,370.2,debit,297.5,80.7,1770.3,,hotmail.com,,0.0,6.0,17.0,10.0,0.0,2.0,13.0,0.0,19.0,2.0,13.0,1.0,4.0,1.0,,223.8,370.0,95.1,,585.9,379.5,590.2,,551.6,,,42.2,123.0,356.2,,,,M0,T,,F,F,F,,1.4,,,,,2.8,,,,4.8,,,,2.7,,,,,,,,0.8,,3.3,,,0.2,,4.8,,,0.2,,,,,0.1,3.7,4.0,,,,,,,,1.9,1.8,2.5,,,0.8,,,,,4.7,,,,,1.5,,,,,,,,3.4,,,,4.0,4.8,4.9,,,,,,,,,,,,,,,,,,3.3,,2.5,,,2.7,3.1,,3.7,,2.7,,,3.6,,,0.7,4.3,0.0,,,4.6,,2.7,4.7,,,2.2,,2.1,,,0.9,,,,,,3.7,1.1,,,,,,,,4.7,1.8,,5.0,3.5,4.4,,1.0,4.9,,5.0,,,,2.6,,,,1.4,,,,,,,,2.2,,4.2,,,,,,,3.0,,,,,,3.5,0.1,,,,3.9,,,3.2,2.5,,,4.4,,,,4.0,,,0.0,0.5,,,,,0.4,1.5,,,,4.4,1.8,,,,,,,,,,,1.8,,,,,,,5.0,,,,,4.7,,2.5,,3.8,3.0,2.1,2.4,,,0.1,2.1,,,,,,,,,,3.6,,,3.1,,,3.7,,3.9,,2.4,,,1.8,,,0.1,,3.4,,,,3.9,2.6,,,,,3.9,,1.2,,3.5,,2.4,3.1,,,0.6,,,2.5,,,,,,,,3.1,4.9,,,,,,,,4.4,2.3,,0.1,,,2.2,,0.6,3.0,,,,3.2,4.5,,2.9,1.0,,0.9,,,,0.7,48.8,,,-42.4,25.9,-22.9,-49.9,14.1,40.1,-13.0,,New,,-45.5,Found,NotFound,43.7,41.8,-36.4,-10.7,47.4,14.2,Found,,,32.8,,,Found,Found,New,-0.5,New,,Found,New,NotFound,NotFound,desktop,New
2987105,4166506,875.31,C,9588,131.3,562.8,mastercard,555.8,debit,366.5,18.8,,,gmail.com,yahoo.com,4.0,8.0,15.0,10.0,4.0,16.0,3.0,0.0,14.0,2.0,18.0,10.0,8.0,7.0,351.0,,,,,,,540.8,,293.2,488.6,243.1,,149.2,299.6,T,T,,,,F,T,F,T,,,,,,,,,2.3,,,,,0.4,0.4,,,,,,,,,,,,2.0,,,,,,4.5,,,,,,,1.7,,,2.8,1.7,,0.3,,3.2,0.8,,,,,,,,,1.7,,,,,3.4,,,2.1,0.9,,,,,,,1.6,1.7,3.1,1.0,,,,,4.6,4.5,0.5,0.4,2.5,0.6,,4.7,,2.2,1.5,,,,,4.3,,,,3.1,3.5,,,1.1,,,,,,,,,,2.8,,,,1.7,,4.0,,0.5,,,3.6,3.0,,2.7,,,1.1,3.0,5.0,,3.7,1.4,,,,,,,1.1,,3.2,,2.1,,1.4,,,,,,,0.1,,,,,,3.4,1.4,2.6,,,,,4.0,,,,4.0,,,,,,,,,,3.0,,,0.3,3.6,,2.7,,,,0.7,3.9,,,,,,,,,0.4,,,,,,,,3.7,,,2.7,,,,,,2.2,,,4.5,,,,,,,4.1,,,1.7,1.9,,,,,,,3.7,,0.9,2.5,,2.3,2.0,,1.2,,,,,4.4,,,1.6,1.4,,,,,1.5,,,,,,,0.8,,,,,,2.6,3.3,,,2.5,,,,1.7,,,,,4.8,,,,,3.1,,,4.5,,,,,2.7,,2.4,,,1.1,4.8,1.2,,,,,,,,,,,,,1.9,,3.0,,,,,,,3.7,1.5,3.9,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987106,4170550,164.76,S,4332,381.3,232.5,,129.3,credit,118.3,,479.3,,yahoo.com,anonymous.com,9.0,14.0,10.0,14.0,9.0,6.0,5.0,0.0,16.0,10.0,15.0,0.0,9.0,0.0,241.3,64.1,,238.7,15.8,,173.9,,,,,,,341.9,,F,F,,,F,T,,T,F,3.7,,,,,2.4,0.9,2.7,,,,,2.5,,4.9,,1.8,,,,,,3.8,4.0,,,4.2,,,,,,2.9,4.1,1.3,4.8,,,,,4.0,4.8,,,,,,,,3.2,,,1.2,,2.7,,,3.1,,4.5,,2.9,3.1,0.6,2.3,,2.4,,0.0,,0.4,,3.3,1.1,,,1.8,,2.0,0.6,,,,4.5,,2.4,,,,,2.8,4.4,,0.8,2.3,,,3.0,,,1.8,,,,,,,,4.5,,,4.4,,,0.0,,1.7,,,,,4.3,3.0,3.4,,2.4,,,,3.2,0.6,,,1.4,,1.0,,,,3.8,4.2,,,,,,,1.5,,1.2,3.5,,0.6,2.4,3.4,,,,,,,1.5,3.9,,,,,3.2,1.4,4.4,,4.5,0.9,,0.9,3.3,2.8,,,,,,1.3,,,,0.4,,1.6,,,,0.1,,,,,4.4,,,,,,,,0.3,,0.6,,,4.9,,,,,,3.1,,,,,,,,,,,,,,4.6,,0.7,,0.4,,,,2.2,3.2,,,,2.1,,4.2,,,,,,2.0,2.9,,,,,,,,,,3.4,,1.1,,,,,,,,,,,0.5,,1.6,4.9,0.9,,,1.8,2.3,,4.7,3.9,2.9,,,,,,,,,3.0,,0.9,,,,,4.6,,3.0,,3.0,,,4.4,,,,,3.9,,,,,,,,3.8,,,,,,,,,,4.3,0.5,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987107,4194624,410.65,C,11871,481.5,187.4,visa,535.5,debit,,55.5,,,hotmail.com,,19.0,8.0,2.0,2.0,14.0,8.0,15.0,11.0,14.0,8.0,18.0,6.0,1.0,12.0,,256.8,10.5,,573.8,,336.6,541.4,,,123.2,61.6,,543.5,,T,,,M0,F,,T,,,4.5,,,,,,,,,4.5,,3.5,2.2,4.2,,,,,,4.1,,,0.4,,,,1.3,,,,,3.2,,0.1,3.7,0.3,3.9,,,,2.3,,,,,4.2,1.4,1.8,,,4.8,,,,2.6,0.3,4.9,2.6,,,1.3,,,1.6,,,,,,3.5,,,,,,,,2.2,,,,3.5,,,,,,,,4.6,5.0,,,,,3.5,,,,2.1,,0.4,4.0,,,,1.4,,4.6,,1.7,,,4.9,,,,,,,,,,,,,,,,,,0.9,,,,0.5,,,,,,,0.2,,,4.1,,,0.0,,1.3,,0.3,,,4.6,,4.1,0.3,,,3.5,0.7,3.0,,,,,,,4.8,,,,3.3,,,0.9,,,,,,,3.9,,,0.2,,,2.9,,,,,,,1.4,,,,,,4.3,,,3.5,1.0,,,4.0,,4.8,,3.5,,,,,,,,1.5,,4.0,,,,1.4,,1.9,,,,,,4.0,,2.8,,,,0.6,0.4,,3.4,0.2,,2.2,,,3.3,,,,0.1,0.5,,1.1,,0.3,,0.3,1.0,,,,,,,,4.1,,4.5,2.9,4.9,,,,,1.3,,3.6,,4.2,1.2,,,4.9,,,2.2,,2.9,,,,,,1.5,,2.7,3.4,,,,2.3,,,2.7,,,,,0.8,,,0.8,,,,,0.6,2.8,,3.9,4.1,,,,,0.5,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987108,4213137,49.12,W,14160,565.3,364.4,visa,301.5,credit,264.6,17.7,,,,,5.0,11.0,15.0,5.0,17.0,11.0,6.0,3.0,4.0,18.0,7.0,13.0,5.0,8.0,126.1,109.9,,155.0,428.1,556.9,449.3,,247.5,225.8,67.8,,,528.6,,T,F,T,,F,,T,,,,4.2,0.8,,4.9,0.5,3.6,,,,1.4,0.4,,3.2,,,,,,2.6,,,4.8,0.0,,,2.8,,,,,,2.7,,4.0,,,,4.8,1.6,,3.9,,,1.5,,,,,,3.5,,4.5,3.8,,2.7,,,,0.9,,,,3.2,,,4.7,,,,,,4.5,,3.3,,,,,,,0.9,,4.2,,1.2,,,,3.1,,3.7,,,,,,,,4.3,3.7,,,1.8,1.5,,,,,,,,,,,,,,,1.9,3.8,2.6,,,,0.7,1.1,,,,0.4,4.0,,,,,,,,,1.6,,4.2,4.7,,,,,1.1,3.0,,,2.9,0.3,,2.9,0.6,1.0,,,,4.1,,,,2.3,,,,,,,,,,3.4,,,3.0,,,,,,,,,,,,,,,,,0.7,,,,,2.8,2.5,,4.9,,,,,,3.8,4.7,2.0,,,,3.6,,0.5,,,,,,,,4.7,,,2.4,,0.6,,1.4,1.1,,,2.1,,,1.7,,,,,,,,0.2,,2.4,0.4,,4.0,4.6,,1.9,0.5,,,,,,,,0.4,1.6,2.4,4.4,1.4,3.0,,,,,,,,,,,,2.4,3.3,1.3,,1.3,3.0,1.4,,,,4.6,,,,,0.7,,1.8,2.0,,,,,,,,,,,,,,,4.1,,,1.1,,,,1.0,4.2,,3.4,,,,1.7,,,,,2.6,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987109,4300307,58.08,C,17296,181.8,598.3,discover,181.4,debit,118.5,86.1,235.8,,hotmail.com,,7.0,15.0,14.0,2.0,6.0,18.0,9.0,16.0,11.0,3.0,1.0,13.0,17.0,4.0,465.5,,,395.0,,460.8,,188.6,27.6,72.7,,469.6,,104.3,565.5,F,,F,M2,T,T,T,T,T,,,,4.3,4.5,,4.4,,,,,,,,,4.4,,,0.3,,,,,2.2,,0.6,,,3.0,,,,,,3.0,,0.8,4.7,3.9,,1.2,,,2.1,,0.0,,,4.9,,0.4,,,,,,,,,,,,,,3.1,,4.1,4.9,0.4,,0.4,,,,,,,,,,,,,,3.9,,,,,,4.5,,,,,,,,,,3.8,3.9,,,,1.4,2.6,,,,,,1.7,,,,,,,1.1,4.1,,,,4.7,,4.8,,,4.6,,0.3,,,,,,0.8,3.4,,,,,,2.3,,,4.3,,,,0.2,,,4.6,,,,,,,,,4.5,,1.8,,,,0.4,4.6,,,,,,,,,,,,4.6,4.1,4.3,3.7,0.4,3.1,,,,,,,,3.2,2.1,,,,4.1,1.2,2.6,2.5,2.6,4.5,4.4,1.0,,,0.2,1.7,,0.8,,,,,4.7,,,1.8,4.9,,2.2,,,,,3.8,1.7,2.9,4.8,,,,,,,2.9,,1.2,,,3.1,1.1,1.6,1.0,,2.0,,,,,,,,,,,,,1.8,,,2.2,,2.1,4.7,,,4.4,,,,3.7,,,,0.9,,,,,0.7,4.7,,,,,,2.0,,1.4,,,3.8,,,,,0.6,,,,,,,,,,0.5,1.0,,0.0,,4.5,,,,,,,0.6,,3.3,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987110,4359936,7.64,W,7341,401.4,206.7,mastercard,562.5,debit,378.9,24.3,1525.2,,yahoo.com,,0.0,11.0,16.0,19.0,16.0,17.0,17.0,13.0,13.0,3.0,18.0,19.0,16.0,12.0,150.8,,30.4,191.7,461.3,594.9,503.6,,,,,538.5,,15.4,,,T,T,M0,F,F,T,,,,5.0,1.2,,,,4.1,5.0,,3.8,2.8,,,2.9,2.2,3.4,,,,,,,,,,,2.9,,1.6,,,4.5,,4.5,2.0,,,,,,,,,,,,,,,,0.3,,,,1.3,2.9,,,0.9,,2.4,,4.5,3.9,,,,,,3.4,1.6,1.0,,,0.2,,,,1.7,,,,,,,,,,,,,,,,,2.2,,,3.2,,,,,1.4,2.5,2.7,,,,,4.6,3.2,,3.5,3.1,,,,,4.8,2.2,,3.8,4.6,,0.8,,1.6,4.7,,,,1.1,,,,4.0,5.0,,,,3.0,,,2.0,,,,3.7,,,2.8,,4.2,,1.2,,,,,,,4.8,,,,,1.2,,,,0.6,,,,,5.0,4.5,,,,,,4.0,,0.2,,,,,,,,,1.1,,,,,,,,,,1.0,,,,1.3,,,4.9,,,,3.6,0.2,,,,4.1,0.6,,3.9,,,,3.2,4.7,4.6,,,0.9,4.1,,,4.5,3.4,,,2.8,2.6,,,,2.1,,,,,,,1.9,,,,,,,,,,,,,,,,,,,4.7,,,,,,,,,2.6,,,0.2,,,3.9,,2.6,,,,4.2,0.6,,,,,,,,1.2,,,1.7,1.7,,,,,,,,,,,,2.5,0.2,,,,,,,,,2.9,,2.6,0.4,,,2.1,,3.6,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987111,4385122,94.93,S,11641,101.2,490.4,visa,213.5,credit,394.0,94.2,,,yahoo.com,,9.0,13.0,18.0,5.0,11.0,10.0,14.0,6.0,7.0,1.0,3.0,8.0,18.0,1.0,,127.0,568.1,,,,477.7,362.1,,191.1,429.6,310.2,476.6,,,,F,T,M2,,F,,,,,,,,,4.3,2.9,,,,,,1.2,1.5,,3.0,,,,,,0.9,,4.4,,,,,,3.3,2.3,4.3,1.8,,,,,,,,3.9,,,0.8,,,2.6,,,,1.1,,,,0.4,,,,,3.1,,,,,,,0.1,,,,4.0,,1.1,,,1.1,,,,,4.1,,,,,,,,0.5,,,1.2,,4.2,,,,4.0,,,,,,,0.9,,3.8,,,4.7,,,,,,,,,,0.6,3.7,3.3,2.8,2.6,,,,1.5,,0.7,,,,,,,,,,,,,,1.3,,,3.6,,,4.6,,4.6,,,,0.0,,,2.7,,,,,,0.4,,1.8,,2.7,,,,,,0.5,1.5,,,2.3,,0.1,,,0.0,,,,1.1,,,,3.9,3.6,,,2.0,3.4,,,,1.5,,,0.5,,4.7,,2.6,1.6,,,,,1.9,,,,,,1.5,,2.6,,,,3.6,,1.8,,4.8,2.6,,,,,,,3.0,,,2.5,,1.9,,,,,,1.7,,3.2,,3.1,,,,0.7,2.8,,,,,,,,,,4.5,3.2,,,,,,,4.8,,,,,,,,,,,1.5,,,,,,,,2.5,,,,,,,,,3.7,,,,,2.5,,,,4.9,,2.2,,,,,,,4.6,,2.9,,,,,1.7,,,,,,,1.5,4.7,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987112,4405879,93.85,R,4197,212.1,236.9,discover,246.8,credit,397.5,16.1,,,hotmail.com,,2.0,9.0,12.0,1.0,11.0,4.0,8.0,1.0,8.0,15.0,5.0,3.0,9.0,3.0,,234.1,351.0,,,,,,,234.6,,,424.0,,,T,T,T,,T,,,F,,0.1,,,,3.9,,,,,,,3.5,1.6,1.3,,,1.8,1.2,,4.9,,0.7,,,0.2,3.5,,3.7,,4.6,,,0.4,3.1,,,,,1.5,,,1.6,,,,3.6,,,,4.8,4.7,,,,2.8,2.6,,,,4.7,0.2,,,2.4,,1.2,2.2,,2.5,,,,3.1,0.1,1.0,1.9,,,2.7,3.8,,,1.3,,2.6,1.1,,,4.0,,,2.3,,,,,,0.2,3.3,,0.4,,,,,,,,4.3,,,,,,,,,,,,,,4.9,5.0,,1.4,,,,,0.2,2.1,,,,,0.2,,,2.8,,,,,4.0,,,,,1.0,,4.3,3.5,2.4,,,,,,0.9,0.3,,,,,,,,,3.0,,,4.9,,,,,1.2,3.1,,,3.0,,,2.4,,,,0.2,,,,,,,,,,,1.7,,,,,,,,,,1.9,0.6,4.8,3.8,,,1.3,,3.5,,1.5,,0.6,4.2,,0.9,,,,,3.0,,,,,3.8,,,,2.5,,,,3.4,,,,3.0,,,3.3,,4.4,1.8,,2.5,2.5,,,,,,2.0,,,2.0,4.5,,,,,,0.7,,,4.3,,,,,,,,,,,4.3,,2.6,4.2,,,,4.3,,,,,,,,,3.3,,,0.2,,,,,,,,,,,,,,1.9,1.8,,,,,0.0,,,,1.7,,1.0,0.7,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987113,4445053,22.6,C,12480,388.8,584.9,visa,500.2,credit,,,1313.0,,gmail.com,gmail.com,13.0,13.0,8.0,7.0,1.0,6.0,7.0,5.0,10.0,10.0,16.0,6.0,1.0,0.0,0.0,348.5,,266.0,277.8,295.8,469.3,,171.5,168.2,,,129.1,523.9,0.0,,,,M2,,,F,T,T,,,,4.4,2.3,0.9,,,2.4,,,,,,,,1.0,0.9,0.7,,,,,,,0.3,,,,,,,,4.7,,,,2.3,,,1.2,1.1,3.6,,,,,1.2,,2.6,,2.2,,,,,,,2.8,,,3.5,,,,,,,,0.0,4.6,,,3.0,,,,,1.3,,,4.2,,,,,4.4,,,,4.9,3.7,,2.7,,,,,,,,,,,,,,,0.5,,,2.0,,,,4.0,4.1,3.0,,,,1.0,,,1.1,4.5,,,,,,,0.8,,1.4,,,,4.6,,1.1,,,,,,,1.1,4.6,,,,0.7,0.6,,2.2,,,,,,3.7,,,1.3,,,,,,4.4,,,2.9,,2.3,,,2.6,,,,,,,,,2.5,0.7,2.7,3.1,,,1.2,0.0,,,,,,,,,,1.8,4.4,3.6,5.0,,,,,1.7,,,,,3.0,,,,,,,,,,0.7,4.0,0.8,,,,,2.5,,,2.1,,,,1.6,,0.9,4.8,,,0.8,,,,,2.0,,,2.9,,,,1.2,1.0,,,,3.4,1.8,,,,0.4,,,2.7,,,,,5.0,,,,0.3,,,,0.0,,1.2,,2.3,,,,3.7,,,,,,,,,,0.8,0.1,,,3.7,,,,,3.6,,2.3,1.9,,0.0,0.6,2.2,,,,,,,,,,,,,,0.3,4.9,0.6,,,,-5.0,168378.0,-20.7,-2.2,-8.5,-32.2,,,-48.7,-4.3,31.7,NotFound,,,New,,,,39.8,,27.6,,Found,,7.2,-25.6,NotFound,New,NotFound,NotFound,chrome 66.0 for android,-40.4,New,Found,F,F,T,F,mobile,Found
2987114,4482640,204.91,W,10139,170.6,487.8,mastercard,193.6,debit,143.1,51.5,,,gmail.com,,16.0,8.0,6.0,11.0,0.0,10.0,1.0,4.0,14.0,6.0,16.0,13.0,2.0,4.0,,,,,,,,,,,226.7,219.6,,141.0,,,F,,M2,F,T,,,,1.4,,,3.0,,,2.3,,,4.1,,3.8,,,,,,,,,,,0.3,,,,,2.8,,0.8,3.0,3.0,,,,,3.6,,4.2,,,4.5,,,2.2,4.0,2.3,3.4,,,,1.2,,3.4,,3.4,0.1,,,,4.1,,,3.9,1.7,,4.2,3.1,,,1.9,4.5,,,2.3,1.8,1.8,,,3.7,,,0.8,,1.2,1.6,,0.3,,,,,0.5,,,,,1.7,2.6,,4.4,,,,,3.1,3.7,,,,,,,,,,,,,4.3,,,1.8,3.1,,,,,,0.1,,,,2.2,,,,2.7,1.2,,,0.0,,,1.5,0.8,,,,,,,,3.7,4.9,4.7,,0.6,4.3,,,,,5.0,2.2,1.2,1.1,,3.2,,,4.8,,,,,1.7,0.2,2.5,,,,,,,4.2,,,0.1,,,,,1.8,,,,3.2,,,4.8,,3.7,,,,,,,,4.9,,,2.1,0.3,2.5,3.0,,3.6,,,,4.8,,,,,4.2,,,,3.8,,,,,0.6,,,3.8,,1.9,2.2,2.0,,,,4.3,,,,,,,,,,,4.1,1.0,2.2,,,1.5,3.6,,,4.8,3.0,,,0.1,,1.4,,4.3,,3.6,,,2.4,,,4.6,,,,,,,2.1,,3.9,,,,,0.9,,3.8,2.3,4.3,,,,1.2,,2.3,,,4.5,,,,,,,3.0,4.5,,,0.7,,,,,,,0.9,,,,1.3,2.1,,,,1.2,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
